outcome,timestamp,time_elapsed,student_id,module_id,module_type,history_correct,history_wrong,exponential,wrong_streak,right_streak,average_outcome,average_time
True,1170298806,177,1,54,assessment,1,1,1.0,1,1,0.5,20.0,-0.63
True,1170298858,52,1,54,assessment,2,1,1.8,1,2,0.666666666667,98.5,-0.63
True,1170298939,81,1,54,assessment,3,1,2.44,1,3,0.75,83.0,-0.63
True,1170298993,54,1,54,assessment,4,1,2.952,1,4,0.8,82.5,-0.63
True,1170299038,45,1,54,assessment,5,1,3.3616,1,5,0.833333333333,76.8,-0.63
True,1170299975,937,1,54,assessment,6,1,3.68928,1,6,0.857142857143,71.5,-0.63
True,1170300213,238,1,54,assessment,7,1,3.951424,1,7,0.875,195.142857143,-0.63
True,1170300398,185,1,54,assessment,8,1,4.1611392,1,8,0.888888888889,200.5,-0.63
True,1170300556,158,1,54,assessment,9,1,4.32891136,1,9,0.9,198.777777778,-0.63
True,1170300698,142,1,54,assessment,10,1,4.463129088,1,10,0.909090909091,194.7,-0.63
True,1170300889,191,1,54,assessment,11,1,4.5705032704,1,11,0.916666666667,189.909090909,-0.63
False,1172797640,2496751,1,54,assessment,12,1,4.65640261632,1,12,0.923076923077,190.0,-0.63
True,1170300112,1498,1,55,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1170298638,12,1,56,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1170298792,154,1,56,assessment,1,1,1.0,1,1,0.5,12.0,-0.63
True,1170298842,50,1,56,assessment,2,1,1.8,1,2,0.666666666667,83.0,-0.63
True,1170298869,27,1,56,assessment,3,1,2.44,1,3,0.75,72.0,-0.63
True,1170298923,54,1,56,assessment,4,1,2.952,1,4,0.8,60.75,-0.63
True,1170298974,51,1,56,assessment,5,1,3.3616,1,5,0.833333333333,59.4,-0.63
True,1170299025,51,1,56,assessment,6,1,3.68928,1,6,0.857142857143,58.0,-0.63
True,1170299070,45,1,56,assessment,7,1,3.951424,1,7,0.875,57.0,-0.63
True,1170299930,860,1,56,assessment,8,1,4.1611392,1,8,0.888888888889,55.5,-0.63
True,1170300122,192,1,56,assessment,9,1,4.32891136,1,9,0.9,144.888888889,-0.63
True,1170300224,102,1,56,assessment,10,1,4.463129088,1,10,0.909090909091,149.6,-0.63
True,1170300332,108,1,56,assessment,11,1,4.5705032704,1,11,0.916666666667,145.272727273,-0.63
True,1170300455,123,1,56,assessment,12,1,4.65640261632,1,12,0.923076923077,142.166666667,-0.63
True,1170300619,164,1,56,assessment,13,1,4.72512209306,1,13,0.928571428571,140.692307692,-0.63
True,1170300755,136,1,56,assessment,14,1,4.78009767444,1,14,0.933333333333,142.357142857,-0.63
True,1170300958,203,1,56,assessment,15,1,4.82407813956,1,15,0.9375,141.933333333,-0.63
False,1172797544,2496586,1,56,assessment,16,1,4.85926251164,1,16,0.941176470588,145.75,-0.63
True,1172797829,2499194,1,57,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1170298849,202,1,59,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1171623775,1324926,1,59,assessment,2,0,1.8,0,2,1.0,202.0,-0.63
True,1170298852,197,1,61,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1171623758,1324906,1,61,assessment,2,0,1.8,0,2,1.0,197.0,-0.63
True,1170298678,12,1,62,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1170298813,135,1,62,assessment,1,1,1.0,1,1,0.5,12.0,-0.63
True,1170298865,52,1,62,assessment,2,1,1.8,1,2,0.666666666667,73.5,-0.63
True,1170298943,78,1,62,assessment,3,1,2.44,1,3,0.75,66.3333333333,-0.63
True,1170299010,67,1,62,assessment,4,1,2.952,1,4,0.8,69.25,-0.63
True,1170299074,64,1,62,assessment,5,1,3.3616,1,5,0.833333333333,68.8,-0.63
True,1170300030,956,1,62,assessment,6,1,3.68928,1,6,0.857142857143,68.0,-0.63
True,1170300291,261,1,62,assessment,7,1,3.951424,1,7,0.875,194.857142857,-0.63
True,1170300436,145,1,62,assessment,8,1,4.1611392,1,8,0.888888888889,203.125,-0.63
True,1170300637,201,1,62,assessment,9,1,4.32891136,1,9,0.9,196.666666667,-0.63
True,1170300910,273,1,62,assessment,10,1,4.463129088,1,10,0.909090909091,197.1,-0.63
True,1172797515,2496605,1,62,assessment,11,1,4.5705032704,1,11,0.916666666667,204.0,-0.63
True,1170300045,1375,1,63,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1170300042,1370,1,64,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1172797803,2499119,1,65,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1172797794,2499107,1,66,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1170298893,198,1,67,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1170300049,1156,1,67,assessment,2,0,1.8,0,2,1.0,198.0,-0.63
True,1170300302,253,1,67,assessment,3,0,2.44,0,3,1.0,677.0,-0.63
True,1170300444,142,1,67,assessment,4,0,2.952,0,4,1.0,535.666666667,-0.63
True,1170300644,200,1,67,assessment,5,0,3.3616,0,5,1.0,437.25,-0.63
True,1170300917,273,1,67,assessment,6,0,3.68928,0,6,1.0,389.8,-0.63
True,1170298901,201,1,68,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1171623802,1324901,1,68,assessment,2,0,1.8,0,2,1.0,201.0,-0.63
False,1170298909,204,1,69,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1171623816,1324907,1,69,assessment,1,1,0.8,1,1,0.5,204.0,-0.63
True,1170300142,1435,1,70,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1170298914,201,1,71,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1171623809,1324895,1,71,assessment,2,0,1.8,0,2,1.0,201.0,-0.63
True,1172797809,2499084,1,72,assessment,1,0,1.0,0,1,1.0,0,-0.63
