outcome,timestamp,time_elapsed,student_id,module_id,module_type,history_correct,history_wrong,exponential,wrong_streak,right_streak,average_outcome,average_time
True,1171797896,13,2,3,assessment,30,3,4.85411288583,2,14,0.909090909091,15896.5,-0.63
True,1171797910,14,2,3,assessment,31,3,4.88329030866,2,14,0.911764705882,15415.1818182,-0.63
True,1171797923,13,2,3,assessment,32,3,4.90663224693,2,14,0.914285714286,14962.2058824,-0.63
True,1171797936,13,2,3,assessment,33,3,4.92530579755,2,14,0.916666666667,14535.0857143,-0.63
False,1171797950,14,2,3,assessment,34,3,4.94024463804,2,14,0.918918918919,14131.6944444,-0.63
False,1171797964,14,2,3,assessment,34,4,3.95219571043,2,14,0.894736842105,13750.1351351,-0.63
True,1171799541,1577,2,3,assessment,34,5,3.16175656834,2,14,0.871794871795,13388.6578947,-0.63
True,1171799551,10,2,3,assessment,35,5,3.52940525467,2,14,0.875,13085.7948718,-0.63
True,1171799564,13,2,3,assessment,36,5,3.82352420374,2,14,0.878048780488,12758.9,-0.63
True,1171879499,79935,2,3,assessment,37,5,4.05881936299,2,14,0.880952380952,12448.0243902,-0.63
True,1171879512,13,2,3,assessment,38,5,4.24705549039,2,14,0.883720930233,14054.8571429,-0.63
