module_id,outcome,timestamp,duration,timestep,module_type,user_id
3e73f3a5,FALSE,1144784539,12,3,assessment,daf5d3a7
3e73f3a5,TRUE,1144784589,2,4,assessment,daf5d3a7
0e6e1a92,FALSE,1144785669,4,1,assessment,daf5d3a7
0e6e1a92,FALSE,1144785689,4,2,assessment,daf5d3a7
0e6e1a92,FALSE,1144785701,7,3,assessment,daf5d3a7
0e6e1a92,FALSE,1144785704,2,4,assessment,daf5d3a7
0e6e1a92,FALSE,1144785709,1,5,assessment,daf5d3a7
0e6e1a92,TRUE,1144785712,1,6,assessment,daf5d3a7
16ce6dc9,FALSE,1144787138,5,1,assessment,daf5d3a7
6ccb709f,FALSE,1144787150,2,1,assessment,daf5d3a7
53721093,FALSE,1144787160,5,1,assessment,daf5d3a7
376c858c,FALSE,1144787200,10,1,assessment,daf5d3a7
f0c49a1e,FALSE,1144787213,4,1,assessment,daf5d3a7
eb9ea6c3,FALSE,1144787309,2,1,assessment,daf5d3a7
f0c49a1e,FALSE,1144787340,3,2,assessment,daf5d3a7
16ce6dc9,FALSE,1144787351,6,2,assessment,daf5d3a7
6ccb709f,TRUE,1144787359,2,2,assessment,daf5d3a7
376c858c,FALSE,1144787389,4,2,assessment,daf5d3a7
53721093,FALSE,1144787404,7,2,assessment,daf5d3a7
eb9ea6c3,FALSE,1144787413,6,2,assessment,daf5d3a7
376c858c,FALSE,1144787427,5,3,assessment,daf5d3a7
16ce6dc9,TRUE,1144787460,3,3,assessment,daf5d3a7
53721093,TRUE,1144787502,4,3,assessment,daf5d3a7
f0c49a1e,TRUE,1144787564,2,3,assessment,daf5d3a7
eb9ea6c3,TRUE,1144787571,2,3,assessment,daf5d3a7
376c858c,TRUE,1144787592,9,4,assessment,daf5d3a7
16ce6dc9,TRUE,1144787691,1,4,assessment,daf5d3a7
6ccb709f,TRUE,1144787702,1,3,assessment,daf5d3a7
f0c49a1e,TRUE,1144787707,1,4,assessment,daf5d3a7
eb9ea6c3,TRUE,1144787709,1,4,assessment,daf5d3a7
53721093,TRUE,1144787719,3,4,assessment,daf5d3a7
376c858c,TRUE,1144787722,2,5,assessment,daf5d3a7
eb9ea6c3,TRUE,1144787933,1,5,assessment,daf5d3a7
6ccb709f,TRUE,1144787943,1,4,assessment,daf5d3a7
f0c49a1e,TRUE,1144787947,2,5,assessment,daf5d3a7
53721093,TRUE,1144787952,1,5,assessment,daf5d3a7
16ce6dc9,TRUE,1144787959,1,5,assessment,daf5d3a7
376c858c,TRUE,1144787969,1,6,assessment,daf5d3a7
b1c7fa80,FALSE,1144868278,5,1,assessment,daf5d3a7
fe31ac78,FALSE,1144868282,4,1,assessment,daf5d3a7
43854235,FALSE,1144868286,2,1,assessment,daf5d3a7
b35d29cd,FALSE,1144868289,2,1,assessment,daf5d3a7
9937c7df,FALSE,1144868295,5,1,assessment,daf5d3a7
a00e88c6,FALSE,1144868301,3,1,assessment,daf5d3a7
d69af017,FALSE,1144868310,4,1,assessment,daf5d3a7
0ea0975b,FALSE,1144868322,9,1,assessment,daf5d3a7
067fbde5,FALSE,1144868332,5,1,assessment,daf5d3a7
9528404f,FALSE,1144868342,5,1,assessment,daf5d3a7
352bb334,FALSE,1144868367,22,1,assessment,daf5d3a7
95b497ad,FALSE,1144868373,5,1,assessment,daf5d3a7
0ea0975b,FALSE,1144868533,12,2,assessment,daf5d3a7
352bb334,FALSE,1144868546,8,2,assessment,daf5d3a7
a4cc7d4a,FALSE,1144868553,2,1,assessment,daf5d3a7
0ea5b297,FALSE,1144868567,5,1,assessment,daf5d3a7
8fb26045,FALSE,1144868573,5,1,assessment,daf5d3a7
d313ab18,FALSE,1144868577,3,1,assessment,daf5d3a7
4c2a25fc,FALSE,1144868751,8,1,assessment,daf5d3a7
c030b781,FALSE,1144868773,14,1,assessment,daf5d3a7
c2f8ba21,FALSE,1144868777,3,1,assessment,daf5d3a7
3946c85b,FALSE,1144868779,2,1,assessment,daf5d3a7
975ec774,FALSE,1144868791,10,1,assessment,daf5d3a7
f2268394,FALSE,1144868799,7,1,assessment,daf5d3a7
90fac86e,FALSE,1144868810,11,1,assessment,daf5d3a7
95b497ad,FALSE,1144868816,2,2,assessment,daf5d3a7
d69af017,FALSE,1144868823,5,2,assessment,daf5d3a7
b159b74e,FALSE,1144868831,4,1,assessment,daf5d3a7
9528404f,FALSE,1144868834,2,2,assessment,daf5d3a7
ace7dd43,FALSE,1144868850,2,1,assessment,daf5d3a7
43854235,FALSE,1144868857,6,2,assessment,daf5d3a7
fe31ac78,FALSE,1144868864,6,2,assessment,daf5d3a7
8fb26045,FALSE,1144868867,2,2,assessment,daf5d3a7
b35d29cd,FALSE,1144868881,14,2,assessment,daf5d3a7
d313ab18,FALSE,1144868895,4,2,assessment,daf5d3a7
a4cc7d4a,FALSE,1144868898,2,2,assessment,daf5d3a7
4047e942,FALSE,1144868909,11,1,assessment,daf5d3a7
b1c7fa80,FALSE,1144868912,2,2,assessment,daf5d3a7
9937c7df,FALSE,1144868924,3,2,assessment,daf5d3a7
4a4595f9,FALSE,1144868931,5,1,assessment,daf5d3a7
975ec774,FALSE,1144868944,9,2,assessment,daf5d3a7
4c2a25fc,FALSE,1144868947,2,2,assessment,daf5d3a7
f2268394,FALSE,1144868953,3,2,assessment,daf5d3a7
c030b781,FALSE,1144868984,24,2,assessment,daf5d3a7
c2f8ba21,FALSE,1144868986,2,2,assessment,daf5d3a7
90fac86e,FALSE,1144868991,4,2,assessment,daf5d3a7
3946c85b,FALSE,1144868995,4,2,assessment,daf5d3a7
0ea5b297,FALSE,1144869022,11,2,assessment,daf5d3a7
0ea0975b,FALSE,1144869029,6,3,assessment,daf5d3a7
352bb334,FALSE,1144869035,5,3,assessment,daf5d3a7
067fbde5,FALSE,1144869042,6,2,assessment,daf5d3a7
a00e88c6,FALSE,1144869051,3,2,assessment,daf5d3a7
d313ab18,FALSE,1144869053,2,3,assessment,daf5d3a7
4c2a25fc,FALSE,1144869060,3,3,assessment,daf5d3a7
d69af017,FALSE,1144869068,5,3,assessment,daf5d3a7
95b497ad,FALSE,1144869071,2,3,assessment,daf5d3a7
ace7dd43,FALSE,1144869083,10,2,assessment,daf5d3a7
fe31ac78,FALSE,1144869086,2,3,assessment,daf5d3a7
a4cc7d4a,FALSE,1144869089,2,3,assessment,daf5d3a7
43854235,FALSE,1144869091,2,3,assessment,daf5d3a7
b1c7fa80,FALSE,1144869095,4,3,assessment,daf5d3a7
4047e942,FALSE,1144869104,3,2,assessment,daf5d3a7
b35d29cd,FALSE,1144869107,3,3,assessment,daf5d3a7
c030b781,FALSE,1144869110,2,3,assessment,daf5d3a7
8fb26045,FALSE,1144869117,1,3,assessment,daf5d3a7
4a4595f9,FALSE,1144869121,3,2,assessment,daf5d3a7
9937c7df,FALSE,1144869123,2,3,assessment,daf5d3a7
975ec774,FALSE,1144869140,3,3,assessment,daf5d3a7
90fac86e,FALSE,1144869146,6,3,assessment,daf5d3a7
3946c85b,FALSE,1144869148,2,3,assessment,daf5d3a7
c2f8ba21,FALSE,1144869150,2,3,assessment,daf5d3a7
9528404f,FALSE,1144869169,4,3,assessment,daf5d3a7
f2268394,FALSE,1144869179,9,3,assessment,daf5d3a7
b159b74e,FALSE,1144869188,5,2,assessment,daf5d3a7
a00e88c6,FALSE,1144869202,6,3,assessment,daf5d3a7
0ea5b297,FALSE,1144869209,6,3,assessment,daf5d3a7
352bb334,FALSE,1144869220,5,4,assessment,daf5d3a7
0ea0975b,FALSE,1144869226,3,4,assessment,daf5d3a7
067fbde5,FALSE,1144869232,5,3,assessment,daf5d3a7
b159b74e,FALSE,1144869244,7,3,assessment,daf5d3a7
43854235,TRUE,1144869246,2,4,assessment,daf5d3a7
b35d29cd,TRUE,1144869256,9,4,assessment,daf5d3a7
b1c7fa80,FALSE,1144869262,5,4,assessment,daf5d3a7
d313ab18,FALSE,1144869267,3,4,assessment,daf5d3a7
c030b781,FALSE,1144869284,16,4,assessment,daf5d3a7
ace7dd43,FALSE,1144869287,2,3,assessment,daf5d3a7
d69af017,FALSE,1144869293,4,4,assessment,daf5d3a7
4c2a25fc,TRUE,1144869299,5,4,assessment,daf5d3a7
4a4595f9,FALSE,1144869308,5,3,assessment,daf5d3a7
975ec774,TRUE,1144869314,2,4,assessment,daf5d3a7
9528404f,FALSE,1144869327,5,4,assessment,daf5d3a7
a00e88c6,FALSE,1144869347,8,4,assessment,daf5d3a7
8fb26045,FALSE,1144869355,5,4,assessment,daf5d3a7
0ea0975b,TRUE,1144869358,3,5,assessment,daf5d3a7
0ea5b297,TRUE,1144869379,4,4,assessment,daf5d3a7
95b497ad,TRUE,1144869386,3,4,assessment,daf5d3a7
a4cc7d4a,TRUE,1144869389,3,4,assessment,daf5d3a7
4047e942,FALSE,1144869395,2,3,assessment,daf5d3a7
352bb334,TRUE,1144869399,3,5,assessment,daf5d3a7
90fac86e,TRUE,1144869408,3,4,assessment,daf5d3a7
9937c7df,TRUE,1144869414,5,4,assessment,daf5d3a7
067fbde5,TRUE,1144869417,2,4,assessment,daf5d3a7
f2268394,FALSE,1144869422,3,4,assessment,daf5d3a7
3946c85b,TRUE,1144869437,3,4,assessment,daf5d3a7
fe31ac78,TRUE,1144869441,3,4,assessment,daf5d3a7
c2f8ba21,TRUE,1144869443,2,4,assessment,daf5d3a7
b159b74e,TRUE,1144869454,2,4,assessment,daf5d3a7
f2268394,TRUE,1144869468,11,5,assessment,daf5d3a7
d313ab18,TRUE,1144869471,3,5,assessment,daf5d3a7
a00e88c6,TRUE,1144869477,3,5,assessment,daf5d3a7
d69af017,TRUE,1144869487,4,5,assessment,daf5d3a7
8fb26045,TRUE,1144869491,3,5,assessment,daf5d3a7
4047e942,TRUE,1144869493,2,4,assessment,daf5d3a7
ace7dd43,TRUE,1144869496,2,4,assessment,daf5d3a7
c030b781,TRUE,1144869499,2,5,assessment,daf5d3a7
b1c7fa80,TRUE,1144869541,39,5,assessment,daf5d3a7
9528404f,TRUE,1144869547,5,5,assessment,daf5d3a7
4a4595f9,TRUE,1144869550,2,4,assessment,daf5d3a7
c030b781,TRUE,1144869603,49,6,assessment,daf5d3a7
b159b74e,TRUE,1144869610,3,5,assessment,daf5d3a7
975ec774,TRUE,1144869612,2,5,assessment,daf5d3a7
4047e942,TRUE,1144869614,2,5,assessment,daf5d3a7
d69af017,TRUE,1144869626,8,6,assessment,daf5d3a7
fe31ac78,TRUE,1144869628,2,5,assessment,daf5d3a7
067fbde5,TRUE,1144869631,3,5,assessment,daf5d3a7
0ea0975b,TRUE,1144869634,2,6,assessment,daf5d3a7
8fb26045,TRUE,1144869638,3,6,assessment,daf5d3a7
d313ab18,TRUE,1144869641,3,6,assessment,daf5d3a7
43854235,TRUE,1144869643,1,5,assessment,daf5d3a7
ace7dd43,TRUE,1144869660,3,5,assessment,daf5d3a7
3946c85b,TRUE,1144869670,5,5,assessment,daf5d3a7
90fac86e,TRUE,1144869685,4,5,assessment,daf5d3a7
95b497ad,TRUE,1144869693,2,5,assessment,daf5d3a7
a00e88c6,TRUE,1144869696,3,6,assessment,daf5d3a7
0ea5b297,TRUE,1144869702,4,5,assessment,daf5d3a7
352bb334,TRUE,1144869706,2,6,assessment,daf5d3a7
a4cc7d4a,TRUE,1144869708,2,5,assessment,daf5d3a7
9937c7df,TRUE,1144869711,2,5,assessment,daf5d3a7
b1c7fa80,TRUE,1144869715,3,6,assessment,daf5d3a7
9528404f,TRUE,1144869724,5,6,assessment,daf5d3a7
b35d29cd,TRUE,1144869728,2,5,assessment,daf5d3a7
c2f8ba21,TRUE,1144869732,3,5,assessment,daf5d3a7
4c2a25fc,TRUE,1144869735,2,5,assessment,daf5d3a7
4a4595f9,TRUE,1144869740,2,5,assessment,daf5d3a7
f2268394,TRUE,1144869743,3,6,assessment,daf5d3a7
c030b781,TRUE,1144869755,7,7,assessment,daf5d3a7
90fac86e,TRUE,1144869760,2,6,assessment,daf5d3a7
95b497ad,TRUE,1144869786,1,6,assessment,daf5d3a7
d69af017,TRUE,1144869789,3,7,assessment,daf5d3a7
fe31ac78,TRUE,1144869791,2,6,assessment,daf5d3a7
0ea5b297,TRUE,1144869797,4,6,assessment,daf5d3a7
0ea0975b,TRUE,1144869800,2,7,assessment,daf5d3a7
9528404f,TRUE,1144869804,3,7,assessment,daf5d3a7
c2f8ba21,TRUE,1144869807,2,6,assessment,daf5d3a7
f2268394,TRUE,1144869815,5,7,assessment,daf5d3a7
3946c85b,TRUE,1144869821,2,6,assessment,daf5d3a7
a00e88c6,TRUE,1144869829,7,7,assessment,daf5d3a7
352bb334,TRUE,1144869855,26,7,assessment,daf5d3a7
a4cc7d4a,TRUE,1144869859,3,6,assessment,daf5d3a7
b1c7fa80,TRUE,1144869867,6,7,assessment,daf5d3a7
8fb26045,TRUE,1144869872,4,7,assessment,daf5d3a7
b35d29cd,TRUE,1144869878,5,6,assessment,daf5d3a7
43854235,TRUE,1144869880,2,6,assessment,daf5d3a7
ace7dd43,TRUE,1144869883,2,6,assessment,daf5d3a7
4c2a25fc,TRUE,1144869886,2,6,assessment,daf5d3a7
4a4595f9,TRUE,1144869891,2,6,assessment,daf5d3a7
b159b74e,TRUE,1144869894,2,6,assessment,daf5d3a7
975ec774,TRUE,1144869914,5,6,assessment,daf5d3a7
4047e942,TRUE,1144869938,23,6,assessment,daf5d3a7
067fbde5,TRUE,1144869944,5,6,assessment,daf5d3a7
9937c7df,TRUE,1144869947,2,6,assessment,daf5d3a7
d313ab18,TRUE,1144869950,2,7,assessment,daf5d3a7
6b003452,TRUE,1144872595,11,4,assessment,daf5d3a7
0e7998b5,TRUE,1144872613,12,5,assessment,daf5d3a7
4.94E+11,TRUE,1144872620,5,3,assessment,daf5d3a7
9f6b339b,TRUE,1144872624,3,2,assessment,daf5d3a7
8468bd9b,TRUE,1144872629,4,5,assessment,daf5d3a7
ab50cacc,TRUE,1144872632,3,3,assessment,daf5d3a7
ba7f8353,TRUE,1144872638,3,3,assessment,daf5d3a7
2c8fe61f,TRUE,1144872642,4,3,assessment,daf5d3a7
8d525318,TRUE,1144872646,3,3,assessment,daf5d3a7
05c618f4,TRUE,1144872652,4,5,assessment,daf5d3a7
9b007896,TRUE,1144872654,2,4,assessment,daf5d3a7
90c3e515,TRUE,1144872658,3,5,assessment,daf5d3a7
0e7998b5,FALSE,1144872667,6,6,assessment,daf5d3a7
8468bd9b,TRUE,1144872675,7,6,assessment,daf5d3a7
9f6b339b,TRUE,1144872677,1,3,assessment,daf5d3a7
4.94E+11,TRUE,1144872679,2,4,assessment,daf5d3a7
ab50cacc,TRUE,1144872681,2,4,assessment,daf5d3a7
6b003452,TRUE,1144872684,2,5,assessment,daf5d3a7
0e7998b5,TRUE,1144872686,1,7,assessment,daf5d3a7
0e7998b5,TRUE,1144872695,2,8,assessment,daf5d3a7
ba7f8353,TRUE,1144872700,4,4,assessment,daf5d3a7
8468bd9b,TRUE,1144872703,2,7,assessment,daf5d3a7
2c8fe61f,TRUE,1144872705,2,4,assessment,daf5d3a7
8d525318,TRUE,1144872707,2,4,assessment,daf5d3a7
9f6b339b,TRUE,1144872709,1,4,assessment,daf5d3a7
9b007896,TRUE,1144872712,1,5,assessment,daf5d3a7
90c3e515,TRUE,1144872714,1,6,assessment,daf5d3a7
ab50cacc,TRUE,1144872716,1,5,assessment,daf5d3a7
4.94E+11,TRUE,1144872718,1,5,assessment,daf5d3a7
05c618f4,TRUE,1144872721,2,6,assessment,daf5d3a7
6b003452,TRUE,1144872726,4,6,assessment,daf5d3a7
ba7f8353,TRUE,1144872733,4,5,assessment,daf5d3a7
8468bd9b,TRUE,1144872735,2,8,assessment,daf5d3a7
0e7998b5,TRUE,1144872737,1,9,assessment,daf5d3a7
9b007896,TRUE,1144872745,7,6,assessment,daf5d3a7
90c3e515,TRUE,1144872749,4,7,assessment,daf5d3a7
2c8fe61f,TRUE,1144872752,3,5,assessment,daf5d3a7
4.94E+11,TRUE,1144872754,1,6,assessment,daf5d3a7
6b003452,TRUE,1144872756,2,7,assessment,daf5d3a7
8d525318,TRUE,1144872758,1,5,assessment,daf5d3a7
9f6b339b,TRUE,1144872761,2,5,assessment,daf5d3a7
05c618f4,TRUE,1144872763,2,7,assessment,daf5d3a7
ab50cacc,TRUE,1144872765,1,6,assessment,daf5d3a7
9b007896,TRUE,1144872769,2,7,assessment,daf5d3a7
90c3e515,TRUE,1144872771,2,8,assessment,daf5d3a7
ba7f8353,TRUE,1144872773,2,6,assessment,daf5d3a7
2c8fe61f,TRUE,1144872778,4,6,assessment,daf5d3a7
0e7998b5,TRUE,1144872791,4,10,assessment,daf5d3a7
8468bd9b,TRUE,1144872794,2,9,assessment,daf5d3a7
8d525318,TRUE,1144872796,2,6,assessment,daf5d3a7
9f6b339b,TRUE,1144872799,2,6,assessment,daf5d3a7
4.94E+11,TRUE,1144872801,1,7,assessment,daf5d3a7
05c618f4,TRUE,1144872803,2,8,assessment,daf5d3a7
ab50cacc,TRUE,1144872805,1,7,assessment,daf5d3a7
6b003452,TRUE,1144872809,4,8,assessment,daf5d3a7
3e73f3a5,TRUE,1144872842,1,5,assessment,daf5d3a7
3e73f3a5,TRUE,1144872878,1,6,assessment,daf5d3a7
4028130c,FALSE,1144956296,12,1,assessment,daf5d3a7
bd7ca600,FALSE,1144956309,6,1,assessment,daf5d3a7
9ba555d7,FALSE,1144956367,10,1,assessment,daf5d3a7
4028130c,FALSE,1144956460,15,2,assessment,daf5d3a7
bd7ca600,FALSE,1144956485,15,2,assessment,daf5d3a7
9ba555d7,FALSE,1144956525,10,2,assessment,daf5d3a7
bd7ca600,FALSE,1144956582,20,3,assessment,daf5d3a7
4028130c,FALSE,1144956644,8,3,assessment,daf5d3a7
9ba555d7,TRUE,1144956658,9,3,assessment,daf5d3a7
bd7ca600,TRUE,1144956677,10,4,assessment,daf5d3a7
4028130c,FALSE,1144956751,36,4,assessment,daf5d3a7
4028130c,FALSE,1144956758,5,5,assessment,daf5d3a7
4028130c,TRUE,1144957160,12,6,assessment,daf5d3a7
46d5a9fb,FALSE,1144960172,5,1,assessment,daf5d3a7
eb9ea6c3,TRUE,1145049378,3,6,assessment,daf5d3a7
6ccb709f,FALSE,1145049430,9,5,assessment,daf5d3a7
f0c49a1e,TRUE,1145049439,2,6,assessment,daf5d3a7
53721093,TRUE,1145049452,3,6,assessment,daf5d3a7
376c858c,TRUE,1145049455,2,7,assessment,daf5d3a7
16ce6dc9,TRUE,1145049542,3,6,assessment,daf5d3a7
6ccb709f,TRUE,1145049563,2,6,assessment,daf5d3a7
fe31ac78,TRUE,1145301844,4,7,assessment,daf5d3a7
95b497ad,TRUE,1145301852,6,7,assessment,daf5d3a7
352bb334,TRUE,1145301866,11,8,assessment,daf5d3a7
43854235,TRUE,1145301872,4,7,assessment,daf5d3a7
0ea0975b,TRUE,1145301881,7,8,assessment,daf5d3a7
c030b781,TRUE,1145301890,8,8,assessment,daf5d3a7
8fb26045,TRUE,1145301895,3,8,assessment,daf5d3a7
9528404f,TRUE,1145301899,3,8,assessment,daf5d3a7
b1c7fa80,FALSE,1145301919,16,8,assessment,daf5d3a7
90fac86e,TRUE,1145301924,3,7,assessment,daf5d3a7
a4cc7d4a,TRUE,1145301929,5,7,assessment,daf5d3a7
0ea5b297,TRUE,1145301943,11,7,assessment,daf5d3a7
d69af017,TRUE,1145301950,6,8,assessment,daf5d3a7
b1c7fa80,FALSE,1145301958,4,9,assessment,daf5d3a7
b1c7fa80,TRUE,1145302318,4,10,assessment,daf5d3a7
4028130c,FALSE,1145303296,25,7,assessment,daf5d3a7
9ba555d7,FALSE,1145303333,9,4,assessment,daf5d3a7
bd7ca600,FALSE,1145303395,15,5,assessment,daf5d3a7
4028130c,FALSE,1145303507,8,8,assessment,daf5d3a7
9ba555d7,FALSE,1145303527,9,5,assessment,daf5d3a7
bd7ca600,FALSE,1145303546,8,6,assessment,daf5d3a7
9ba555d7,TRUE,1145303649,98,6,assessment,daf5d3a7
bd7ca600,TRUE,1145303664,11,7,assessment,daf5d3a7
