outcome,timestamp,time_elapsed,student_id,module_id,module_type,history_correct,history_wrong,exponential,wrong_streak,right_streak,average_outcome,average_time,activation
True,1144156805,26,1,1,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1144156897,92,1,1,assessment,1,1,1.0,1,1,0.5,26.0,-0.57668308723
True,1144157058,161,1,1,assessment,1,2,0.8,1,1,0.333333333333,59.0,-0.373030884
True,1144157237,179,1,1,assessment,2,2,1.64,1,1,0.5,93.0,-0.284602046738
True,1144157620,383,1,1,assessment,3,2,2.312,1,2,0.6,114.5,-0.190891627606
True,1144156817,27,1,2,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1144156916,99,1,2,assessment,1,1,1.0,1,1,0.5,27.0,-0.583363125283
True,1144157071,155,1,2,assessment,1,2,0.8,1,1,0.333333333333,63.0,-0.387109215837
False,1144157258,187,1,2,assessment,2,2,1.64,1,1,0.5,93.6666666667,-0.278454351587
False,1144157575,317,1,2,assessment,2,3,1.312,1,1,0.4,117.0,-0.194856887966
True,1144157523,682,1,5,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1144157153,310,1,6,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1144157528,670,1,7,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1144156882,21,1,8,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1144156909,27,1,8,assessment,0,2,0.0,2,0,0.0,21.0,-0.538880471477
False,1144156940,31,1,8,assessment,0,3,0.0,3,0,0.0,24.0,-0.137374895426
True,1144157031,91,1,8,assessment,0,4,0.0,4,0,0.0,26.3333333333,0.0393290172739
True,1144157050,19,1,8,assessment,1,4,1.0,4,1,0.2,42.5,-0.0380382945154
True,1144157064,14,1,8,assessment,2,4,1.8,4,2,0.333333333333,37.8,0.229592563517
True,1144157075,11,1,8,assessment,3,4,2.44,4,3,0.428571428571,33.8333333333,0.405272521528
True,1144157095,20,1,8,assessment,4,4,2.952,4,4,0.5,30.5714285714,0.540685789256
True,1144157130,35,1,8,assessment,5,4,3.3616,4,5,0.555555555556,29.25,0.538222299578
True,1144157178,48,1,8,assessment,6,4,3.68928,4,6,0.6,29.8888888889,0.475792702451
False,1144157227,49,1,8,assessment,7,4,3.951424,4,7,0.636363636364,31.7,0.420922833583
True,1144157250,23,1,8,assessment,7,5,3.1611392,4,7,0.583333333333,33.2727272727,0.40846241502
True,1144157275,25,1,8,assessment,8,5,3.52891136,4,7,0.615384615385,32.4166666667,0.506511999712
True,1144157298,23,1,8,assessment,9,5,3.823129088,4,7,0.642857142857,31.8461538462,0.552513558515
True,1144157346,48,1,8,assessment,10,5,4.0585032704,4,7,0.666666666667,31.2142857143,0.597875850043
True,1144157378,32,1,8,assessment,11,5,4.24680261632,4,7,0.6875,32.3333333333,0.529466116066
True,1144157422,44,1,8,assessment,12,5,4.39744209306,4,7,0.705882352941,32.3125,0.56311886137
True,1144157496,74,1,8,assessment,13,5,4.51795367444,4,7,0.722222222222,33.0,0.542892910703
True,1144157556,60,1,8,assessment,14,5,4.61436293956,4,7,0.736842105263,35.2777777778,0.469154007549
True,1144157607,51,1,8,assessment,15,5,4.69149035164,4,8,0.75,36.5789473684,0.4702767825
True,1144157600,712,1,10,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1144157098,146,1,11,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1144157468,370,1,11,assessment,1,1,1.0,1,1,0.5,146.0,-0.882098372042
True,1144157501,511,1,12,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1144157536,539,1,13,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1144157140,128,1,14,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1144157462,322,1,14,assessment,1,1,1.0,1,1,0.5,128.0,-0.858809356714
False,1144157287,233,1,15,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1144157634,556,1,16,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1144157305,220,1,17,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1144157505,416,1,18,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1144157638,547,1,19,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1144157147,25,1,21,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1144157170,23,1,21,assessment,0,2,0.0,2,0,0.0,25.0,-0.569741021002
False,1144157218,48,1,21,assessment,1,2,1.0,2,1,0.333333333333,24.0,-0.111302639508
True,1144157244,26,1,21,assessment,1,3,0.8,2,1,0.25,32.0,-0.0359271706128
True,1144157281,37,1,21,assessment,2,3,1.64,2,1,0.4,30.5,0.163017925597
False,1144157332,51,1,21,assessment,3,3,2.312,2,2,0.5,31.8,0.218143344145
True,1144157367,35,1,21,assessment,3,4,1.8496,2,2,0.428571428571,35.0,0.226266283924
True,1144157410,43,1,21,assessment,4,4,2.47968,2,2,0.5,35.0,0.312855257834
True,1144157492,82,1,21,assessment,5,4,2.983744,2,2,0.555555555556,36.0,0.339407038216
True,1144157562,70,1,21,assessment,6,4,3.3869952,2,3,0.6,41.1111111111,0.273440912519
True,1144157641,79,1,21,assessment,7,4,3.70959616,2,4,0.636363636364,44.0,0.290755527391
False,1144157312,102,1,23,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1144157446,134,1,23,assessment,0,2,0.0,2,0,0.0,102.0,-0.818620187951
False,1144157567,121,1,23,assessment,0,3,0.0,3,0,0.0,118.0,-0.441350932345
True,1144157652,85,1,23,assessment,0,4,0.0,4,0,0.0,119.0,-0.227176506364
True,1144157358,18,1,24,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1144157440,82,1,24,assessment,1,1,1.0,1,1,0.5,18.0,-0.511595801148
False,1144157547,107,1,24,assessment,1,2,0.8,1,1,0.333333333333,50.0,-0.355284593333
True,1144157406,19,1,27,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1144157482,76,1,27,assessment,1,1,1.0,1,1,0.5,19.0,-0.521165699312
False,1144157591,109,1,27,assessment,1,2,0.8,1,1,0.333333333333,47.5,-0.338927735482
False,1144157455,26,1,31,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1144157477,22,1,31,assessment,0,2,0.0,2,0,0.0,26.0,-0.57668308723
True,1144157515,38,1,31,assessment,1,2,1.0,2,1,0.333333333333,24.0,-0.10430663884
False,1144157582,67,1,31,assessment,2,2,1.8,2,2,0.5,28.6666666667,0.00923659078158
True,1144157630,48,1,31,assessment,2,3,1.44,2,2,0.4,38.25,0.0183822554739
True,1147694311,574,1,34,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694301,560,1,35,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694295,550,1,36,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694298,538,1,37,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694285,522,1,38,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694271,506,1,39,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147694313,532,1,40,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147694490,177,1,40,assessment,1,1,0.8,1,1,0.5,532.0,-1.11096589761
True,1147693807,22,1,41,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147693886,79,1,41,assessment,1,1,1.0,1,1,0.5,22.0,-0.547114514244
True,1147694026,140,1,41,assessment,1,2,0.8,1,1,0.333333333333,50.5,-0.344738053099
False,1147694187,161,1,41,assessment,2,2,1.64,1,1,0.5,80.3333333333,-0.25974985303
False,1147694421,234,1,41,assessment,2,3,1.312,1,1,0.4,100.5,-0.172361352106
True,1147693818,24,1,42,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147693899,81,1,42,assessment,1,1,1.0,1,1,0.5,24.0,-0.562515527972
True,1147694044,145,1,42,assessment,1,2,0.8,1,1,0.333333333333,52.5,-0.348691748858
False,1147694214,170,1,42,assessment,2,2,1.64,1,1,0.5,83.3333333333,-0.26479674897
False,1147694465,251,1,42,assessment,2,3,1.312,1,1,0.4,105.0,-0.180718232348
False,1147694321,506,1,43,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147694509,188,1,43,assessment,1,1,0.8,1,1,0.5,506.0,-1.10209699046
True,1147694287,466,1,44,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694395,530,1,45,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694019,148,1,46,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147694402,383,1,46,assessment,1,1,1.0,1,1,0.5,148.0,-0.884506572456
True,1147694410,532,1,47,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694407,512,1,48,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147694143,212,1,49,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147694237,94,1,49,assessment,0,2,0.0,2,0,0.0,212.0,-0.948115770617
False,1147694452,514,1,50,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147693997,31,1,51,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147694010,13,1,51,assessment,0,2,0.0,2,0,0.0,31.0,-0.607815735194
True,1147694038,28,1,51,assessment,1,2,1.0,2,1,0.333333333333,22.0,-0.0193432320714
False,1147694112,74,1,51,assessment,2,2,1.8,2,2,0.5,24.0,0.0752697334263
False,1147694158,46,1,51,assessment,2,3,1.44,2,2,0.4,36.5,0.00170501335198
True,1147694181,23,1,51,assessment,2,4,1.152,2,2,0.333333333333,38.4,0.126704463708
False,1147694228,47,1,51,assessment,3,4,1.9216,2,2,0.428571428571,35.8333333333,0.297483481225
False,1147694262,34,1,51,assessment,3,5,1.53728,2,2,0.375,37.4285714286,0.287614926567
True,1147694282,20,1,51,assessment,3,6,1.229824,2,2,0.333333333333,37.0,0.36158113469
True,1147694305,23,1,51,assessment,4,6,1.9838592,2,2,0.4,35.1111111111,0.476687492133
True,1147694336,31,1,51,assessment,5,6,2.58708736,2,2,0.454545454545,33.9,0.525585812402
True,1147694386,50,1,51,assessment,6,6,3.069669888,2,3,0.5,33.6363636364,0.525457024311
False,1147694443,57,1,51,assessment,7,6,3.4557359104,2,4,0.538461538462,35.0,0.472882948984
False,1147694474,31,1,51,assessment,7,7,2.76458872832,2,4,0.5,36.6923076923,0.444063207531
False,1147694500,26,1,51,assessment,7,8,2.21167098266,2,4,0.466666666667,36.2857142857,0.512049961909
False,1147694527,27,1,51,assessment,7,9,1.76933678612,3,4,0.4375,35.6,0.570606073955
False,1147694560,33,1,51,assessment,7,10,1.4154694289,4,4,0.411764705882,35.0625,0.604049725704
False,1147694591,31,1,51,assessment,7,11,1.13237554312,5,4,0.388888888889,34.9411764706,0.606211995129
True,1147694609,18,1,51,assessment,7,12,0.905900434496,6,4,0.368421052632,34.7222222222,0.623788546587
True,1147694004,27,1,52,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147694121,117,1,52,assessment,1,1,1.0,1,1,0.5,27.0,-0.583363125283
True,1147694289,168,1,52,assessment,2,1,1.8,1,2,0.666666666667,72.0,-0.420457237667
False,1147694605,316,1,52,assessment,3,1,2.44,1,3,0.75,104.0,-0.296714940898
True,1147694015,27,1,53,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147694131,116,1,53,assessment,1,1,1.0,1,1,0.5,27.0,-0.583363125283
False,1147694204,73,1,53,assessment,1,2,0.8,1,1,0.333333333333,71.5,-0.418735598544
True,1147694275,71,1,53,assessment,1,3,0.64,2,1,0.25,72.0,-0.160609701482
True,1147694391,116,1,53,assessment,2,3,1.512,2,1,0.4,71.75,-0.0143744316677
False,1147694547,156,1,53,assessment,3,3,2.2096,2,2,0.5,80.6,0.00819511713343
False,1147694249,242,1,54,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147694050,20,1,55,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147694152,102,1,55,assessment,1,1,1.0,1,1,0.5,20.0,-0.530244612419
True,1147694222,70,1,55,assessment,1,2,0.8,1,1,0.333333333333,61.0,-0.398065953322
False,1147694353,131,1,55,assessment,2,2,1.64,1,1,0.5,64.0,-0.152857902221
True,1147694428,75,1,55,assessment,2,3,1.312,1,1,0.4,80.75,-0.114156075129
False,1147694578,150,1,55,assessment,3,3,2.0496,1,1,0.5,79.6,0.0341831953386
True,1147694087,21,1,56,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147694164,77,1,56,assessment,1,1,1.0,1,1,0.5,21.0,-0.538880471477
True,1147694241,77,1,56,assessment,1,2,0.8,1,1,0.333333333333,49.0,-0.340186299448
True,1147694376,135,1,56,assessment,2,2,1.64,1,1,0.5,58.3333333333,-0.154691778363
True,1147694600,224,1,56,assessment,3,2,2.312,1,2,0.6,77.5,-0.121981054161
True,1147694092,19,1,57,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147694176,84,1,57,assessment,1,1,1.0,1,1,0.5,19.0,-0.521165699312
True,1147694350,174,1,57,assessment,2,1,1.8,1,2,0.666666666667,51.5,-0.359290772585
False,1147694105,27,1,58,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147694127,22,1,58,assessment,0,2,0.0,2,0,0.0,27.0,-0.583363125283
True,1147694173,46,1,58,assessment,1,2,1.0,2,1,0.333333333333,24.5,-0.105238219082
True,1147694246,73,1,58,assessment,2,2,1.8,2,2,0.5,31.6666666667,-0.0264802999477
True,1147694366,120,1,58,assessment,3,2,2.44,2,3,0.6,42.0,-0.0028221403258
False,1147694536,170,1,58,assessment,4,2,2.952,2,4,0.666666666667,57.6,-0.0209980009492
False,1147694198,103,1,59,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147694373,175,1,59,assessment,0,2,0.0,2,0,0.0,103.0,-0.820347030917
True,1147694362,20,1,60,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147694436,74,1,60,assessment,1,1,1.0,1,1,0.5,20.0,-0.530244612419
False,1147694569,133,1,60,assessment,1,2,0.8,1,1,0.333333333333,47.0,-0.332824107681
True,1147694961,24,1,63,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147695042,81,1,63,assessment,1,1,1.0,1,1,0.5,24.0,-0.562515527972
False,1147695153,111,1,63,assessment,1,2,0.8,1,1,0.333333333333,52.5,-0.348691748858
True,1147695290,137,1,63,assessment,1,3,0.64,2,1,0.25,72.0,-0.216665789645
False,1147695469,179,1,63,assessment,2,3,1.512,2,1,0.4,88.25,-0.134578963172
True,1147695683,214,1,63,assessment,2,4,1.2096,2,1,0.333333333333,106.4,-0.0946997708579
True,1147695628,651,1,65,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147695621,632,1,66,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147695333,339,1,67,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147695570,570,1,68,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147695812,242,1,68,assessment,1,1,0.8,1,1,0.5,570.0,-1.12317763587
False,1147695341,337,1,69,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147695580,559,1,70,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147695561,534,1,71,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147695776,215,1,71,assessment,1,1,0.8,1,1,0.5,534.0,-1.1116300635
True,1147695219,140,1,73,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147695478,259,1,73,assessment,1,1,1.0,1,1,0.5,140.0,-0.874670708802
False,1147695226,137,1,74,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147695246,20,1,74,assessment,0,2,0.0,2,0,0.0,137.0,-0.870836623872
False,1147695318,72,1,74,assessment,1,2,1.0,2,1,0.333333333333,78.5,-0.154442522409
True,1147695394,76,1,74,assessment,1,3,0.8,2,1,0.25,76.3333333333,-0.111990995374
False,1147695487,93,1,74,assessment,2,3,1.64,2,1,0.4,76.25,-0.010777529584
True,1147695528,41,1,74,assessment,2,4,1.312,2,1,0.333333333333,79.6,0.0418861915511
True,1147695604,76,1,74,assessment,3,4,2.0496,2,1,0.428571428571,73.1666666667,0.204375566015
True,1147695752,148,1,74,assessment,4,4,2.63968,2,2,0.5,73.5714285714,0.210476500546
True,1147695511,413,1,75,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147695252,146,1,76,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147695505,253,1,76,assessment,1,1,1.0,1,1,0.5,146.0,-0.882098372042
False,1147695770,634,1,77,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147695295,132,1,78,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147695413,118,1,78,assessment,0,2,0.0,2,0,0.0,132.0,-0.864255940298
False,1147695520,107,1,78,assessment,0,3,0.0,3,0,0.0,125.0,-0.424357325949
True,1147695591,71,1,78,assessment,0,4,0.0,4,0,0.0,119.0,-0.202957945671
True,1147695796,205,1,78,assessment,1,4,1.0,4,1,0.2,107.0,-0.0146695039913
True,1147695204,19,1,80,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147695279,75,1,80,assessment,1,1,1.0,1,1,0.5,19.0,-0.521165699312
True,1147695406,127,1,80,assessment,2,1,1.8,1,2,0.666666666667,47.0,-0.336241284
True,1147695642,236,1,80,assessment,3,1,2.44,1,3,0.75,73.6666666667,-0.243981634682
True,1147695234,22,1,82,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147695307,73,1,82,assessment,1,1,1.0,1,1,0.5,22.0,-0.547114514244
False,1147695427,120,1,82,assessment,1,2,0.8,1,1,0.333333333333,47.5,-0.328963518269
False,1147695596,169,1,82,assessment,1,3,0.64,2,1,0.25,71.6666666667,-0.229890681851
True,1147695679,83,1,82,assessment,1,4,0.512,3,1,0.2,96.0,-0.174819087834
True,1147695449,227,1,83,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147695496,254,1,84,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147695537,97,1,88,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147695714,177,1,88,assessment,0,2,0.0,2,0,0.0,97.0,-0.809723843195
False,1147695612,152,1,89,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147695635,23,1,89,assessment,0,2,0.0,2,0,0.0,152.0,-0.88922685219
False,1147695725,90,1,89,assessment,1,2,1.0,2,1,0.333333333333,87.5,-0.180450254435
False,1147695786,61,1,89,assessment,1,3,0.8,2,1,0.25,88.3333333333,-0.152848360135
True,1147695673,17,1,90,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147695740,67,1,90,assessment,1,1,1.0,1,1,0.5,17.0,-0.501478761898
False,1147695733,32,1,94,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147695761,28,1,94,assessment,0,2,0.0,2,0,0.0,32.0,-0.613435254796
True,1147695779,18,1,94,assessment,0,3,0.0,3,0,0.0,30.0,-0.151663273986
True,1147695806,27,1,94,assessment,1,3,1.0,3,1,0.25,26.0,0.12932847615
True,1147705035,25,1,95,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147705129,94,1,95,assessment,1,1,1.0,1,1,0.5,25.0,-0.569741021002
False,1147705236,107,1,95,assessment,1,2,0.8,1,1,0.333333333333,59.5,-0.377820322899
False,1147705335,99,1,95,assessment,1,3,0.64,2,1,0.25,75.3333333333,-0.214080563855
True,1147705402,67,1,95,assessment,1,4,0.512,3,1,0.2,81.25,-0.0812433934026
True,1147705656,254,1,95,assessment,2,4,1.4096,3,1,0.333333333333,78.4,0.0646827875257
True,1147705731,75,1,95,assessment,3,4,2.12768,3,2,0.428571428571,107.666666667,-0.055020176167
True,1147705708,661,1,96,assessment,1,0,1.0,0,1,1.0,0,-0.63
False,1147705090,36,1,97,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147705112,22,1,97,assessment,0,2,0.0,2,0,0.0,36.0,-0.634282852107
True,1147705150,38,1,97,assessment,1,2,1.0,2,1,0.333333333333,29.0,-0.113383601127
False,1147705224,74,1,97,assessment,2,2,1.8,2,2,0.5,32.0,0.0105108345205
False,1147705299,75,1,97,assessment,2,3,1.44,2,2,0.4,42.5,0.00482456998278
True,1147705344,45,1,97,assessment,2,4,1.152,2,2,0.333333333333,49.0,0.0624492226429
True,1147705398,54,1,97,assessment,3,4,1.9216,2,2,0.428571428571,48.3333333333,0.190392547807
True,1147705480,82,1,97,assessment,4,4,2.53728,2,2,0.5,49.1428571429,0.240881875456
False,1147705670,190,1,97,assessment,5,4,3.029824,2,3,0.555555555556,53.25,0.22712152064
True,1147705727,57,1,97,assessment,5,5,2.4238592,2,3,0.5,68.4444444444,0.114006816237
True,1147705812,85,1,97,assessment,6,5,2.93908736,2,3,0.545454545455,67.3,0.243811361529
False,1147705095,28,1,98,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147705115,20,1,98,assessment,0,2,0.0,2,0,0.0,28.0,-0.589800198301
True,1147705136,21,1,98,assessment,1,2,1.0,2,1,0.333333333333,24.0,-0.0895214017438
False,1147705180,44,1,98,assessment,2,2,1.8,2,2,0.5,23.0,0.117915501219
False,1147705215,35,1,98,assessment,2,3,1.44,2,2,0.4,28.25,0.113634526146
False,1147705245,30,1,98,assessment,2,4,1.152,2,2,0.333333333333,29.6,0.208554607713
False,1147705262,17,1,98,assessment,2,5,0.9216,3,2,0.285714285714,29.6666666667,0.298641883933
False,1147705290,28,1,98,assessment,2,6,0.73728,4,2,0.25,27.8571428571,0.43589193614
False,1147705317,27,1,98,assessment,2,7,0.589824,5,2,0.222222222222,27.875,0.443481186967
True,1147705446,129,1,98,assessment,2,8,0.4718592,6,2,0.2,27.7777777778,0.475816751857
True,1147705470,24,1,98,assessment,3,8,1.37748736,6,2,0.272727272727,37.9,0.235292028589
True,1147705483,13,1,98,assessment,4,8,2.101989888,6,2,0.333333333333,36.6363636364,0.397227866641
True,1147705501,18,1,98,assessment,5,8,2.6815919104,6,3,0.384615384615,34.6666666667,0.552286534483
False,1147705535,34,1,98,assessment,6,8,3.14527352832,6,4,0.428571428571,33.3846153846,0.600618115178
False,1147705575,40,1,98,assessment,6,9,2.51621882266,6,4,0.4,33.4285714286,0.55965504494
True,1147705857,282,1,98,assessment,6,10,2.01297505812,6,4,0.375,33.8666666667,0.539609638018
True,1147705871,14,1,98,assessment,7,10,2.6103800465,6,4,0.411764705882,49.375,0.19418958463
True,1147705106,28,1,99,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147705188,82,1,99,assessment,1,1,1.0,1,1,0.5,28.0,-0.589800198301
False,1147705308,120,1,99,assessment,1,2,0.8,1,1,0.333333333333,55.0,-0.349617943252
True,1147705370,62,1,99,assessment,1,3,0.64,2,1,0.25,76.6666666667,-0.227760143749
True,1147705495,125,1,99,assessment,2,3,1.512,2,1,0.4,73.0,-0.019126448286
False,1147705681,186,1,99,assessment,3,3,2.2096,2,2,0.5,83.4,-0.00765697213199
True,1147705804,123,1,99,assessment,3,4,1.76768,2,2,0.428571428571,100.5,-0.0184006450724
False,1147705172,30,1,100,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147705203,31,1,100,assessment,0,2,0.0,2,0,0.0,30.0,-0.602011936554
False,1147705271,68,1,100,assessment,0,3,0.0,3,0,0.0,30.5,-0.168286483008
True,1147705429,158,1,100,assessment,0,4,0.0,4,0,0.0,43.0,-0.104299850962
True,1147705442,13,1,100,assessment,1,4,1.0,4,1,0.2,71.75,-0.151751044678
True,1147705466,24,1,100,assessment,2,4,1.8,4,2,0.333333333333,60.0,0.223215102207
True,1147705489,23,1,100,assessment,3,4,2.44,4,3,0.428571428571,54.0,0.316734942727
False,1147705548,59,1,100,assessment,4,4,2.952,4,4,0.5,49.5714285714,0.40765659505
False,1147705588,40,1,100,assessment,4,5,2.3616,4,4,0.444444444444,50.75,0.332443040855
True,1147705629,41,1,100,assessment,4,6,1.88928,4,4,0.4,49.5555555556,0.385442119948
True,1147705660,31,1,100,assessment,5,6,2.511424,4,4,0.454545454545,48.7,0.418664081796
False,1147705691,31,1,100,assessment,6,6,3.0091392,4,4,0.5,47.0909090909,0.481688418993
True,1147705716,25,1,100,assessment,6,7,2.40731136,4,4,0.461538461538,45.75,0.523925119596
True,1147705737,21,1,100,assessment,7,7,2.925849088,4,4,0.5,44.1538461538,0.581089019325
True,1147705750,13,1,100,assessment,8,7,3.3406792704,4,4,0.533333333333,42.5,0.639230965044
True,1147705783,33,1,100,assessment,9,7,3.67254341632,4,4,0.5625,40.5333333333,0.731607673615
False,1147705795,12,1,100,assessment,10,7,3.93803473306,4,4,0.588235294118,40.0625,0.667773777239
True,1147705815,20,1,100,assessment,10,8,3.15042778644,4,4,0.555555555556,38.4117647059,0.769710513266
True,1147705826,11,1,100,assessment,11,8,3.52034222916,4,4,0.578947368421,37.3888888889,0.768757315383
True,1147705838,12,1,100,assessment,12,8,3.81627378332,4,4,0.6,36.0,0.847585455208
True,1147705850,12,1,100,assessment,13,8,4.05301902666,4,4,0.619047619048,34.8,0.886822481902
True,1147705864,14,1,100,assessment,14,8,4.24241522133,4,4,0.636363636364,33.7142857143,0.91622463205
False,1147705281,125,1,101,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147705452,171,1,101,assessment,0,2,0.0,2,0,0.0,125.0,-0.854611531503
True,1147705475,23,1,101,assessment,0,3,0.0,3,0,0.0,148.0,-0.485116849001
False,1147705517,42,1,101,assessment,1,3,1.0,3,1,0.25,106.333333333,-0.0151588102162
False,1147705566,49,1,101,assessment,1,4,0.8,3,1,0.2,90.25,0.104191042738
False,1147705603,37,1,101,assessment,1,5,0.64,3,1,0.166666666667,82.0,0.176554059875
False,1147705641,38,1,101,assessment,1,6,0.512,3,1,0.142857142857,74.5,0.279271318594
True,1147705842,201,1,101,assessment,1,7,0.4096,4,1,0.125,69.2857142857,0.342779652242
True,1147705853,11,1,101,assessment,2,7,1.32768,4,1,0.222222222222,85.75,0.116501484151
True,1147705867,14,1,101,assessment,3,7,2.062144,4,2,0.3,77.4444444444,0.408516851016
False,1147705886,19,1,101,assessment,4,7,2.6497152,4,3,0.363636363636,71.1,0.538974228009
True,1147705411,27,1,102,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147705509,98,1,102,assessment,1,1,1.0,1,1,0.5,27.0,-0.583363125283
True,1147705620,111,1,102,assessment,1,2,0.8,1,1,0.333333333333,62.5,-0.38509366344
False,1147705773,153,1,102,assessment,2,2,1.64,1,1,0.5,78.6666666667,-0.220217392087
False,1147705876,103,1,102,assessment,2,3,1.312,1,1,0.4,97.25,-0.14940577343
True,1147706142,24,1,104,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147706220,78,1,104,assessment,1,1,1.0,1,1,0.5,24.0,-0.562515527972
False,1147706344,124,1,104,assessment,2,1,1.8,1,2,0.666666666667,51.0,-0.341206010118
False,1147706621,277,1,104,assessment,2,2,1.44,1,2,0.5,75.3333333333,-0.235489875652
True,1147706145,17,1,105,assessment,0,1,0.0,1,0,0.0,0,-0.63
True,1147706231,86,1,105,assessment,1,1,1.0,1,1,0.5,17.0,-0.501478761898
False,1147706359,128,1,105,assessment,2,1,1.8,1,2,0.666666666667,51.5,-0.366124396465
False,1147706642,283,1,105,assessment,2,2,1.44,1,2,0.5,77.0,-0.250935099582
False,1147706651,502,1,106,assessment,1,0,1.0,0,1,1.0,0,-0.63
True,1147706199,31,1,107,assessment,0,1,0.0,1,0,0.0,0,-0.63
False,1147706276,77,1,107,assessment,1,1,1.0,1,1,0.5,31.0,-0.607815735194
False,1147706434,158,1,107,assessment,1,2,0.8,1,1,0.333333333333,54.0,-0.336811483212
True,1147706530,96,1,107,assessment,1,3,0.64,2,1,0.25,88.6666666667,-0.274566867181
False,1147706707,177,1,107,assessment,2,3,1.512,2,1,0.4,90.5,-0.095311066783
