Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
636	Control	1_16	Unit 12	Average	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Average	2	0.3628	Single-KC	95	0.3834	KC31	2	0.3628
637	Control	1_16	Unit 12	Average	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Average	3	0.3628	Single-KC	96	0.3834	KC31	3	0.3628
638	Control	1_16	Unit 12	Atomic_energy	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Atomic_energy	2	0.4827	Single-KC	97	0.3834	KC22	2	0.4826
639	Control	1_16	Unit 12	Atomic_energy	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Atomic_energy	3	0.4827	Single-KC	98	0.3834	KC22	3	0.4826
640	Control	1_16	Unit 12	Atomic_energy	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Atomic_energy	4	0.4827	Single-KC	99	0.3834	KC22	4	0.4826
641	Control	1_16	Unit 12	Atomic_energy	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Atomic_energy	5	0.4827	Single-KC	100	0.3834	KC22	5	0.4826
642	Control	1_16	Unit 12	Atomic_energy	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Atomic_energy	6	0.4827	Single-KC	101	0.3834	KC22	6	0.4826
643	Control	1_16	Unit 12	To_lose	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_lose	1	0.4066	Single-KC	102	0.3834	KC2	1	0.4066
644	Control	1_16	Unit 12	To_lose	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_lose	2	0.4066	Single-KC	103	0.3834	KC2	2	0.4066
645	Control	1_16	Unit 12	To_lose	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_lose	3	0.4066	Single-KC	104	0.3834	KC2	3	0.4066
646	Control	1_16	Unit 12	To_lose	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_lose	4	0.4066	Single-KC	105	0.3834	KC2	4	0.4066
647	Control	1_17	Unit 12	Environment	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	.	.	.	correct	0	0	1	flashcard_2 (3_2)	Environment	1	0.3144	Single-KC	1	0.3042	KC52	1	0.3143
648	Control	1_17	Unit 12	Earth	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Earth	1	0.1786	Single-KC	2	0.3042	KC36	1	0.1785
649	Control	1_17	Unit 12	To_protect	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_protect	1	0.3159	Single-KC	3	0.3042	KC38	1	0.3159
650	Control	1_17	Unit 12	Atomic_energy	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Atomic_energy	1	0.3948	Single-KC	4	0.3042	KC22	1	0.3948
651	Control	1_17	Unit 12	Environment	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0.5	0.5	.	correct	0	0	1	flashcard_2 (3_2)	Environment	2	0.3144	Single-KC	5	0.3042	KC52	2	0.3143
652	Control	1_17	Unit 12	Environment	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0.5	.	0.5	incorrect	1	0	0	flashcard_2 (3_2)	Environment	3	0.3144	Single-KC	6	0.3042	KC52	3	0.3143
653	Control	1_17	Unit 12	Earth	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Earth	2	0.1786	Single-KC	7	0.3042	KC36	2	0.1785
654	Control	1_17	Unit 12	Earth	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Earth	3	0.1786	Single-KC	8	0.3042	KC36	3	0.1785
655	Control	1_17	Unit 12	To_protect	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_protect	2	0.3159	Single-KC	9	0.3042	KC38	2	0.3159
656	Control	1_17	Unit 12	To_protect	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_protect	3	0.3159	Single-KC	10	0.3042	KC38	3	0.3159
657	Control	1_17	Unit 12	Lifespan	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Lifespan	1	0.3519	Single-KC	11	0.3042	KC17	1	0.3518
658	Control	1_17	Unit 12	Lifespan	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Lifespan	2	0.3519	Single-KC	12	0.3042	KC17	2	0.3518
659	Control	1_17	Unit 12	Lifespan	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Lifespan	3	0.3519	Single-KC	13	0.3042	KC17	3	0.3518
660	Control	1_17	Unit 12	To_commit_suicide	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_commit_suicide	1	0.1876	Single-KC	14	0.3042	KC48	1	0.1876
661	Control	1_17	Unit 12	To_commit_suicide	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_commit_suicide	2	0.1876	Single-KC	15	0.3042	KC48	2	0.1876
662	Control	1_17	Unit 12	To_commit_suicide	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_commit_suicide	3	0.1876	Single-KC	16	0.3042	KC48	3	0.1876
663	Control	1_17	Unit 12	Exhaust_gas	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Exhaust_gas	1	0.1222	Single-KC	17	0.3042	KC14	1	0.1222
664	Control	1_17	Unit 12	Exhaust_gas	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Exhaust_gas	2	0.1214	Single-KC	18	0.3042	KC14	2	0.1214
665	Control	1_17	Unit 12	Exhaust_gas	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Exhaust_gas	3	0.1206	Single-KC	19	0.3042	KC14	3	0.1206
666	Control	1_17	Unit 12	Rise_in_temperature	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Rise_in_temperature	1	0.1907	Single-KC	20	0.3042	KC6	1	0.1907
667	Control	1_17	Unit 12	Rise_in_temperature	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Rise_in_temperature	2	0.1907	Single-KC	21	0.3042	KC6	2	0.1907
668	Control	1_17	Unit 12	Rise_in_temperature	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Rise_in_temperature	3	0.1907	Single-KC	22	0.3042	KC6	3	0.1907
669	Control	1_17	Unit 12	Sun	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Sun	1	0.1833	Single-KC	23	0.3042	KC1	1	0.1833
670	Control	1_17	Unit 12	Sun	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Sun	2	0.1833	Single-KC	24	0.3042	KC1	2	0.1833
671	Control	1_17	Unit 12	Sun	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Sun	3	0.1833	Single-KC	25	0.3042	KC1	3	0.1833
672	Control	1_17	Unit 12	To_get_on_well	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_get_on_well	1	0.2616	Single-KC	26	0.3042	KC30	1	0.2616
673	Control	1_17	Unit 12	To_get_on_well	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_get_on_well	2	0.2616	Single-KC	27	0.3042	KC30	2	0.2616
674	Control	1_17	Unit 12	To_get_on_well	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_get_on_well	3	0.2616	Single-KC	28	0.3042	KC30	3	0.2616
675	Control	1_17	Unit 12	Lack	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Lack	1	0.3040	Single-KC	29	0.3042	KC29	1	0.3040
676	Control	1_17	Unit 12	Lack	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Lack	2	0.3040	Single-KC	30	0.3042	KC29	2	0.3040
677	Control	1_17	Unit 12	Company_employee	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Company_employee	1	0.2955	Single-KC	31	0.3042	KC18	1	0.2955
678	Control	1_17	Unit 12	Company_employee	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Company_employee	2	0.2836	Single-KC	32	0.3042	KC18	2	0.2836
679	Control	1_17	Unit 12	Declining_birth_rate	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Declining_birth_rate	1	0.3607	Single-KC	33	0.3042	KC32	1	0.3606
680	Control	1_17	Unit 12	Declining_birth_rate	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Declining_birth_rate	2	0.3552	Single-KC	34	0.3042	KC32	2	0.3551
681	Control	1_17	Unit 12	To_be_healed	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_be_healed	1	0.2803	Single-KC	35	0.3042	KC10	1	0.2803
682	Control	1_17	Unit 12	To_be_healed	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_be_healed	2	0.2803	Single-KC	36	0.3042	KC10	2	0.2803
683	Control	1_17	Unit 12	Pension	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Pension	1	0.1962	Single-KC	37	0.3042	KC21	1	0.1962
684	Control	1_17	Unit 12	Pension	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Pension	2	0.1962	Single-KC	38	0.3042	KC21	2	0.1962
685	Control	1_17	Unit 12	To_proceed	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_proceed	1	0.2378	Single-KC	39	0.3042	KC26	1	0.2377
686	Control	1_17	Unit 12	To_proceed	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_proceed	2	0.2348	Single-KC	40	0.3042	KC26	2	0.2347
687	Control	1_17	Unit 12	To_proceed	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_proceed	3	0.2318	Single-KC	41	0.3042	KC26	3	0.2318
688	Control	1_17	Unit 12	Warming	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Warming	1	0.2994	Single-KC	42	0.3042	KC47	1	0.2993
689	Control	1_17	Unit 12	Warming	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Warming	2	0.2994	Single-KC	43	0.3042	KC47	2	0.2993
690	Control	1_17	Unit 12	Warming	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Warming	3	0.2994	Single-KC	44	0.3042	KC47	3	0.2993
691	Control	1_17	Unit 12	Air	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Air	1	0.1816	Single-KC	45	0.3042	KC41	1	0.1816
692	Control	1_17	Unit 12	Air	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Air	2	0.1816	Single-KC	46	0.3042	KC41	2	0.1816
693	Control	1_17	Unit 12	Air	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Air	3	0.1816	Single-KC	47	0.3042	KC41	3	0.1816
694	Control	1_17	Unit 12	Conservation	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Conservation	1	0.1766	Single-KC	48	0.3042	KC33	1	0.1766
695	Control	1_17	Unit 12	Conservation	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Conservation	2	0.1766	Single-KC	49	0.3042	KC33	2	0.1766
696	Control	1_17	Unit 12	Conservation	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Conservation	3	0.1766	Single-KC	50	0.3042	KC33	3	0.1766
697	Control	1_17	Unit 12	Accounting	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Accounting	1	0.2280	Single-KC	51	0.3042	KC55	1	0.2279
698	Control	1_17	Unit 12	Accounting	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Accounting	2	0.2188	Single-KC	52	0.3042	KC55	2	0.2188
699	Control	1_17	Unit 12	Accounting	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Accounting	3	0.2099	Single-KC	53	0.3042	KC55	3	0.2099
700	Control	1_17	Unit 12	Tree_dies	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Tree_dies	1	0.3237	Single-KC	54	0.3042	KC44	1	0.3236
701	Control	1_17	Unit 12	Tree_dies	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Tree_dies	2	0.3237	Single-KC	55	0.3042	KC44	2	0.3236
702	Control	1_17	Unit 12	Being_left_out	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Being_left_out	1	0.5401	Single-KC	56	0.3042	KC59	1	0.5400
703	Control	1_17	Unit 12	Being_left_out	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Being_left_out	2	0.5401	Single-KC	57	0.3042	KC59	2	0.5400
704	Control	1_17	Unit 12	Being_left_out	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Being_left_out	3	0.5401	Single-KC	58	0.3042	KC59	3	0.5400
705	Control	1_17	Unit 12	Ultraviolet	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Ultraviolet	1	0.4569	Single-KC	59	0.3042	KC57	1	0.4568
706	Control	1_17	Unit 12	Ultraviolet	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Ultraviolet	2	0.4569	Single-KC	60	0.3042	KC57	2	0.4568
707	Control	1_17	Unit 12	Ultraviolet	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Ultraviolet	3	0.4569	Single-KC	61	0.3042	KC57	3	0.4568
708	Control	1_17	Unit 12	Co2	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Co2	1	0.2043	Single-KC	62	0.3042	KC20	1	0.2043
709	Control	1_17	Unit 12	Co2	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Co2	2	0.2043	Single-KC	63	0.3042	KC20	2	0.2043
710	Control	1_17	Unit 12	Co2	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Co2	3	0.2043	Single-KC	64	0.3042	KC20	3	0.2043
711	Control	1_17	Unit 12	Ageing_society	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Ageing_society	1	0.1821	Single-KC	65	0.3042	KC43	1	0.1821
712	Control	1_17	Unit 12	Ageing_society	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Ageing_society	2	0.1821	Single-KC	66	0.3042	KC43	2	0.1821
713	Control	1_17	Unit 12	Ageing_society	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Ageing_society	3	0.1821	Single-KC	67	0.3042	KC43	3	0.1821
714	Control	1_17	Unit 12	Lonely	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Lonely	1	0.1158	Single-KC	68	0.3042	KC27	1	0.1158
715	Control	1_17	Unit 12	Lonely	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Lonely	2	0.1158	Single-KC	69	0.3042	KC27	2	0.1158
716	Control	1_17	Unit 12	Lonely	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Lonely	3	0.1158	Single-KC	70	0.3042	KC27	3	0.1158
717	Control	1_17	Unit 12	Economics	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Economics	1	0.1986	Single-KC	71	0.3042	KC5	1	0.1986
718	Control	1_17	Unit 12	Economics	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Economics	2	0.1986	Single-KC	72	0.3042	KC5	2	0.1986
719	Control	1_17	Unit 12	To_get_a_license	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_get_a_license	1	0.2562	Single-KC	73	0.3042	KC60	1	0.2651
720	Control	1_17	Unit 12	To_get_a_license	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_get_a_license	2	0.2413	Single-KC	74	0.3042	KC60	2	0.2445
721	Control	1_17	Unit 12	Average	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Average	1	0.2848	Single-KC	75	0.3042	KC31	1	0.2847
722	Control	1_17	Unit 12	Average	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Average	2	0.2848	Single-KC	76	0.3042	KC31	2	0.2847
723	Control	1_17	Unit 12	Average	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Average	3	0.2848	Single-KC	77	0.3042	KC31	3	0.2847
724	Control	1_17	Unit 12	Atomic_energy	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Atomic_energy	2	0.3948	Single-KC	78	0.3042	KC22	2	0.3948
725	Control	1_17	Unit 12	Atomic_energy	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Atomic_energy	3	0.3948	Single-KC	79	0.3042	KC22	3	0.3948
726	Control	1_17	Unit 12	To_lose	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_lose	1	0.3239	Single-KC	80	0.3042	KC2	1	0.3239
727	Control	1_17	Unit 12	To_lose	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_lose	2	0.3239	Single-KC	81	0.3042	KC2	2	0.3239
728	Control	1_17	Unit 12	To_lose	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_lose	3	0.3239	Single-KC	82	0.3042	KC2	3	0.3239
729	Control	1_17	Unit 12	Environment	4	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	1	1	.	correct	0	0	1	flashcard_2 (3_2)	Environment	4	0.3144	Single-KC	83	0.3042	KC52	4	0.3143
730	Control	1_17	Unit 12	Earth	4	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Earth	4	0.1786	Single-KC	84	0.3042	KC36	4	0.1785
731	Control	1_17	Unit 12	To_protect	4	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_protect	4	0.3159	Single-KC	85	0.3042	KC38	4	0.3159
732	Control	1_17	Unit 12	Lifespan	4	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Lifespan	4	0.3519	Single-KC	86	0.3042	KC17	4	0.3518
733	Control	1_17	Unit 12	To_commit_suicide	4	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_commit_suicide	4	0.1876	Single-KC	87	0.3042	KC48	4	0.1876
734	Control	1_17	Unit 12	Exhaust_gas	4	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Exhaust_gas	4	0.1198	Single-KC	88	0.3042	KC14	4	0.1198
