Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
2790	Control	3_3	Unit 12	To_disappear	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0.333	.	0.333	incorrect	1	0	0	flashcard_1 (3_1)	To_disappear	3	0.6302	Single-KC	27	0.6048	KC23	3	0.6302
2791	Control	3_3	Unit 12	To_disappear	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0.333	.	0.333	incorrect	1	0	0	flashcard_1 (3_1)	To_disappear	4	0.6302	Single-KC	28	0.6048	KC23	4	0.6302
2792	Control	3_3	Unit 12	Value	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Value	2	0.5605	Single-KC	29	0.6048	KC46	2	0.5605
2793	Control	3_3	Unit 12	Value	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Value	3	0.5605	Single-KC	30	0.6048	KC46	3	0.5605
2794	Control	3_3	Unit 12	Value	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Value	4	0.5605	Single-KC	31	0.6048	KC46	4	0.5605
2795	Control	3_3	Unit 12	Wind-force	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Wind-force	2	0.6549	Single-KC	32	0.6048	KC54	2	0.6549
2796	Control	3_3	Unit 12	Wind-force	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Wind-force	3	0.6549	Single-KC	33	0.6048	KC54	3	0.6549
2797	Control	3_3	Unit 12	Wind-force	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Wind-force	4	0.6549	Single-KC	34	0.6048	KC54	4	0.6549
2798	Control	3_3	Unit 12	Solitude	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Solitude	2	0.6678	Single-KC	35	0.6048	KC56	2	0.6678
2799	Control	3_3	Unit 12	Solitude	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Solitude	3	0.6678	Single-KC	36	0.6048	KC56	3	0.6678
2800	Control	3_3	Unit 12	Solitude	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Solitude	4	0.6678	Single-KC	37	0.6048	KC56	4	0.6678
2801	Control	3_3	Unit 12	Purpose	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Purpose	2	0.6872	Single-KC	38	0.6048	KC24	2	0.6872
2802	Control	3_3	Unit 12	Purpose	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Purpose	3	0.6872	Single-KC	39	0.6048	KC24	3	0.6872
2803	Control	3_3	Unit 12	Purpose	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Purpose	4	0.6872	Single-KC	40	0.6048	KC24	4	0.6872
2804	Control	3_3	Unit 12	Global_warming	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Global_warming	2	0.4575	Single-KC	41	0.6048	KC53	2	0.4575
2805	Control	3_3	Unit 12	Global_warming	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Global_warming	3	0.4575	Single-KC	42	0.6048	KC53	3	0.4575
2806	Control	3_3	Unit 12	Global_warming	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Global_warming	4	0.4575	Single-KC	43	0.6048	KC53	4	0.4575
2807	Control	3_3	Unit 12	International_conference	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	International_conference	2	0.7053	Single-KC	44	0.6048	KC37	2	0.7053
2808	Control	3_3	Unit 12	International_conference	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	International_conference	3	0.7053	Single-KC	45	0.6048	KC37	3	0.7053
2809	Control	3_3	Unit 12	International_conference	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	International_conference	4	0.7053	Single-KC	46	0.6048	KC37	4	0.7053
2810	Control	3_3	Unit 12	Solar_heat	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Solar_heat	2	0.6800	Single-KC	47	0.6048	KC4	2	0.6800
2811	Control	3_3	Unit 12	Solar_heat	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Solar_heat	3	0.6800	Single-KC	48	0.6048	KC4	3	0.6800
2812	Control	3_3	Unit 12	Solar_heat	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Solar_heat	4	0.6800	Single-KC	49	0.6048	KC4	4	0.6800
2813	Control	3_3	Unit 12	Raise_children	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Raise_children	2	0.4910	Single-KC	50	0.6048	KC39	2	0.4909
2814	Control	3_3	Unit 12	Raise_children	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Raise_children	3	0.4910	Single-KC	51	0.6048	KC39	3	0.4909
2815	Control	3_3	Unit 12	Raise_children	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Raise_children	4	0.4910	Single-KC	52	0.6048	KC39	4	0.4909
2816	Control	3_3	Unit 12	Relation_to	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Relation_to	2	0.7364	Single-KC	53	0.6048	KC11	2	0.7364
2817	Control	3_3	Unit 12	Relation_to	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Relation_to	3	0.7364	Single-KC	54	0.6048	KC11	3	0.7364
2818	Control	3_3	Unit 12	Relation_to	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Relation_to	4	0.7364	Single-KC	55	0.6048	KC11	4	0.7364
2819	Control	3_3	Unit 12	National_resource	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	National_resource	2	0.7536	Single-KC	56	0.6048	KC8	2	0.7536
2820	Control	3_3	Unit 12	National_resource	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	National_resource	3	0.7536	Single-KC	57	0.6048	KC8	3	0.7536
2821	Control	3_3	Unit 12	National_resource	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	National_resource	4	0.7536	Single-KC	58	0.6048	KC8	4	0.7536
2822	Control	3_3	Unit 12	Hard_rubbish	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Hard_rubbish	2	0.6603	Single-KC	59	0.6048	KC34	2	0.6602
2823	Control	3_3	Unit 12	Hard_rubbish	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Hard_rubbish	3	0.6603	Single-KC	60	0.6048	KC34	3	0.6602
2824	Control	3_3	Unit 12	Hard_rubbish	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Hard_rubbish	4	0.6603	Single-KC	61	0.6048	KC34	4	0.6602
2825	Control	3_3	Unit 12	Disposable	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Disposable	2	0.7102	Single-KC	62	0.6048	KC40	2	0.7102
2826	Control	3_3	Unit 12	Disposable	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Disposable	3	0.7102	Single-KC	63	0.6048	KC40	3	0.7102
2827	Control	3_3	Unit 12	Disposable	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Disposable	4	0.7102	Single-KC	64	0.6048	KC40	4	0.7102
2828	Control	3_3	Unit 12	Quarrel	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Quarrel	2	0.6855	Single-KC	65	0.6048	KC12	2	0.6855
2829	Control	3_3	Unit 12	Quarrel	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Quarrel	3	0.6855	Single-KC	66	0.6048	KC12	3	0.6855
2830	Control	3_3	Unit 12	Quarrel	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Quarrel	4	0.6855	Single-KC	67	0.6048	KC12	4	0.6855
2831	Control	3_3	Unit 12	Stay_indoors	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Stay_indoors	2	0.5780	Single-KC	68	0.6048	KC42	2	0.5780
2832	Control	3_3	Unit 12	Stay_indoors	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Stay_indoors	3	0.5780	Single-KC	69	0.6048	KC42	3	0.5780
2833	Control	3_3	Unit 12	Stay_indoors	4	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Stay_indoors	4	0.5780	Single-KC	70	0.6048	KC42	4	0.5780
2834	Control	3_3	Unit 12	Stay_indoors	5	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Stay_indoors	5	0.5780	Single-KC	71	0.6048	KC42	5	0.5780
2835	Control	3_3	Unit 12	To_not_get_on_well	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_not_get_on_well	2	0.7614	Single-KC	72	0.6048	KC51	2	0.7614
2836	Control	3_3	Unit 12	To_not_get_on_well	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_not_get_on_well	3	0.7614	Single-KC	73	0.6048	KC51	3	0.7614
2837	Control	3_3	Unit 12	Occupation	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Occupation	2	0.6923	Single-KC	74	0.6048	KC13	2	0.6923
2838	Control	3_3	Unit 12	Occupation	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Occupation	3	0.6923	Single-KC	75	0.6048	KC13	3	0.6923
2839	Control	3_3	Unit 12	Hydrolytic_power	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Hydrolytic_power	2	0.6794	Single-KC	76	0.6048	KC25	2	0.6794
2840	Control	3_3	Unit 12	Hydrolytic_power	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Hydrolytic_power	3	0.6794	Single-KC	77	0.6048	KC25	3	0.6794
2841	Control	3_3	Unit 12	Bullying	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18	1970-01-18 03:08:18	1970-01-18 03:08:18	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Bullying	2	0.4354	Single-KC	78	0.6048	KC45	2	0.4354
2842	Control	3_3	Unit 12	Bullying	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18	1970-01-18 03:08:18	1970-01-18 03:08:18	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Bullying	3	0.4354	Single-KC	79	0.6048	KC45	3	0.4354
2843	Control	3_3	Unit 12	To_associate_with	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_associate_with	2	0.7403	Single-KC	80	0.6048	KC58	2	0.7403
2844	Control	3_3	Unit 12	To_associate_with	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_associate_with	3	0.7403	Single-KC	81	0.6048	KC58	3	0.7403
2845	Control	3_3	Unit 12	Generation_of_electricity	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Generation_of_electricity	2	0.7022	Single-KC	82	0.6048	KC7	2	0.7022
2846	Control	3_3	Unit 12	Generation_of_electricity	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Generation_of_electricity	3	0.7022	Single-KC	83	0.6048	KC7	3	0.7022
2847	Control	3_3	Unit 12	Be_polluted	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Be_polluted	2	0.7207	Single-KC	84	0.6048	KC50	2	0.7207
2848	Control	3_3	Unit 12	Be_polluted	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Be_polluted	3	0.7207	Single-KC	85	0.6048	KC50	3	0.7207
2849	Control	3_3	Unit 12	To_save	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_save	2	0.6888	Single-KC	86	0.6048	KC19	2	0.6888
2850	Control	3_3	Unit 12	To_save	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_save	3	0.6888	Single-KC	87	0.6048	KC19	3	0.6888
2851	Control	3_3	Unit 12	Oil	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Oil	2	0.6413	Single-KC	88	0.6048	KC49	2	0.6413
2852	Control	3_3	Unit 12	Oil	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Oil	3	0.6413	Single-KC	89	0.6048	KC49	3	0.6413
2853	Control	3_3	Unit 12	Psychology	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Psychology	2	0.5751	Single-KC	90	0.6048	KC16	2	0.5751
2854	Control	3_3	Unit 12	Psychology	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Psychology	3	0.5751	Single-KC	91	0.6048	KC16	3	0.5751
2855	Control	3_3	Unit 12	Water_shortage	1	1	1970-01-18 03:08:17	1970-01-18 03:08:18	1970-01-18 03:08:18	1970-01-18 03:08:18	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Water_shortage	1	0.5570	Single-KC	92	0.6048	KC28	1	0.5570
2856	Control	3_3	Unit 12	Water_shortage	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Water_shortage	2	0.5570	Single-KC	93	0.6048	KC28	2	0.5570
2857	Control	3_3	Unit 12	Water_shortage	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Water_shortage	3	0.5570	Single-KC	94	0.6048	KC28	3	0.5570
2858	Control	3_3	Unit 12	Waste	1	1	1970-01-18 03:08:17	1970-01-18 03:08:18	1970-01-18 03:08:18	1970-01-18 03:08:18	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Waste	1	0.5177	Single-KC	95	0.6048	KC3	1	0.5177
2859	Control	3_3	Unit 12	Waste	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Waste	2	0.5177	Single-KC	96	0.6048	KC3	2	0.5177
2860	Control	3_3	Unit 12	Waste	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Waste	3	0.5177	Single-KC	97	0.6048	KC3	3	0.5177
2861	Control	3_3	Unit 12	Problem	1	1	1970-01-18 03:08:17	1970-01-18 03:08:18	1970-01-18 03:08:18	1970-01-18 03:08:18	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Problem	1	0.6356	Single-KC	98	0.6048	KC9	1	0.6356
2862	Control	3_3	Unit 12	Problem	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Problem	2	0.6356	Single-KC	99	0.6048	KC9	2	0.6356
2863	Control	3_3	Unit 12	Problem	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Problem	3	0.6356	Single-KC	100	0.6048	KC9	3	0.6356
2864	Control	3_3	Unit 12	To_look_after	1	1	1970-01-18 03:08:17	1970-01-18 03:08:18	1970-01-18 03:08:18	1970-01-18 03:08:18	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_look_after	1	0.7142	Single-KC	101	0.6048	KC35	1	0.7142
2865	Control	3_3	Unit 12	To_look_after	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_look_after	2	0.7142	Single-KC	102	0.6048	KC35	2	0.7142
2866	Control	3_3	Unit 12	To_look_after	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_look_after	3	0.7142	Single-KC	103	0.6048	KC35	3	0.7142
2867	Control	3_3	Unit 12	Government	1	1	1970-01-18 03:08:17	1970-01-18 03:08:18	1970-01-18 03:08:18	1970-01-18 03:08:18	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Government	1	0.5023	Single-KC	104	0.6048	KC15	1	0.5023
2868	Control	3_3	Unit 12	Government	2	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Government	2	0.5023	Single-KC	105	0.6048	KC15	2	0.5023
2869	Control	3_3	Unit 12	Government	3	1	1970-01-18 03:08:17	1970-01-18 03:08:18		1970-01-18 03:08:18	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Government	3	0.5023	Single-KC	106	0.6048	KC15	3	0.5023
2870	Control	3_5	Unit 12	Environment	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	.	.	.	correct	0	0	1	flashcard_1 (3_1)	Environment	1	0.6579	Single-KC	1	0.6310	KC52	1	0.6579
2871	Control	3_5	Unit 12	Environment	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	.	.	.	correct	0	0	1	flashcard_1 (3_1)	Environment	2	0.6579	Single-KC	2	0.6310	KC52	2	0.6579
2872	Control	3_5	Unit 12	Earth	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Earth	1	0.4769	Single-KC	3	0.6310	KC36	1	0.4769
2873	Control	3_5	Unit 12	Earth	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16		1970-01-18 03:08:16	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Earth	2	0.4769	Single-KC	4	0.6310	KC36	2	0.4769
2874	Control	3_5	Unit 12	To_protect	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_protect	1	0.6595	Single-KC	5	0.6310	KC38	1	0.6595
2875	Control	3_5	Unit 12	To_protect	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16		1970-01-18 03:08:16	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_protect	2	0.6595	Single-KC	6	0.6310	KC38	2	0.6595
2876	Control	3_5	Unit 12	Lifespan	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Lifespan	1	0.6949	Single-KC	7	0.6310	KC17	1	0.6948
2877	Control	3_5	Unit 12	Lifespan	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16		1970-01-18 03:08:16	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Lifespan	2	0.6949	Single-KC	8	0.6310	KC17	2	0.6948
2878	Control	3_5	Unit 12	To_commit_suicide	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_commit_suicide	1	0.4921	Single-KC	9	0.6310	KC48	1	0.4920
2879	Control	3_5	Unit 12	To_commit_suicide	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_commit_suicide	2	0.4921	Single-KC	10	0.6310	KC48	2	0.4920
2880	Control	3_5	Unit 12	Exhaust_gas	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Exhaust_gas	1	0.3687	Single-KC	11	0.6310	KC14	1	0.3687
2881	Control	3_5	Unit 12	Exhaust_gas	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16		1970-01-18 03:08:16	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Exhaust_gas	2	0.3670	Single-KC	12	0.6310	KC14	2	0.3669
2882	Control	3_5	Unit 12	Rise_in_temperature	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Rise_in_temperature	1	0.4971	Single-KC	13	0.6310	KC6	1	0.4971
2883	Control	3_5	Unit 12	Rise_in_temperature	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16		1970-01-18 03:08:16	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Rise_in_temperature	2	0.4971	Single-KC	14	0.6310	KC6	2	0.4971
2884	Control	3_5	Unit 12	Sun	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Sun	1	0.4849	Single-KC	15	0.6310	KC1	1	0.4849
2885	Control	3_5	Unit 12	Sun	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16		1970-01-18 03:08:16	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Sun	2	0.4849	Single-KC	16	0.6310	KC1	2	0.4849
2886	Control	3_5	Unit 12	To_get_on_well	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	To_get_on_well	1	0.5978	Single-KC	17	0.6310	KC30	1	0.5978
2887	Control	3_5	Unit 12	To_get_on_well	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16		1970-01-18 03:08:16	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	To_get_on_well	2	0.5978	Single-KC	18	0.6310	KC30	2	0.5978
2888	Control	3_5	Unit 12	Lack	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Lack	1	0.6470	Single-KC	19	0.6310	KC29	1	0.6469
2889	Control	3_5	Unit 12	Lack	2	1	1970-01-18 03:08:16	1970-01-18 03:08:16		1970-01-18 03:08:16	0	.	0	incorrect	1	0	0	flashcard_1 (3_1)	Lack	2	0.6470	Single-KC	20	0.6310	KC29	2	0.6469
2890	Control	3_5	Unit 12	Company_employee	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Company_employee	1	0.6376	Single-KC	21	0.6310	KC18	1	0.6375
2891	Control	3_5	Unit 12	Declining_birth_rate	1	1	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	1970-01-18 03:08:16	0	0	.	correct	0	0	1	flashcard_1 (3_1)	Declining_birth_rate	1	0.7029	Single-KC	22	0.6310	KC32	1	0.7029
